,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Stratification2,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
459498,2015,2015,NC,North Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.2,35.2,,,34.5,35.9,Race/Ethnicity,"White, non-Hispanic",,POINT (-79.15925046299964 35.466220975000454),37,DIS,DIS1_0,CRDPREV,RACE,WHT
459502,2019,2019,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.2,31.2,,,29.3,33.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS1_0,CRDPREV,RACE,WHT
459510,2014,2014,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,44.9,44.9,,,43.6,46.2,Race/Ethnicity,"Black, non-Hispanic",,POINT (-99.42677020599967 31.827240407000488),48,DIS,DIS1_0,CRDPREV,RACE,BLK
459514,2016,2016,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.2,32.2,,,24.8,39.6,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-97.52107021399968 35.47203135600046),40,DIS,DIS1_0,CRDPREV,RACE,ASN
459520,2014,2014,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-157.85774940299973 21.304850435000446),15,DIS,DIS1_0,CRDPREV,RACE,AIAN
459529,2011,2011,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,44.7,44.7,,,40.8,48.5,Race/Ethnicity,Hispanic,,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,RACE,HIS
459536,2018,2018,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.4,32.4,,,27.3,37.6,Race/Ethnicity,Hispanic,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,RACE,HIS
459538,2016,2016,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.8,35.8,,,35.1,36.5,Gender,Female,,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,GENDER,GENF
459539,2016,2016,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-88.99771017799969 40.48501028300046),17,DIS,DIS1_0,CRDPREV,RACE,AIAN
459541,2017,2017,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.6,37.6,,,36.8,38.4,Race/Ethnicity,Hispanic,,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,RACE,HIS
459543,2012,2012,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.6,34.6,,,34.1,35.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,RACE,WHT
459545,2019,2019,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.3,30.3,,,29.6,31.0,Overall,Overall,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459550,2014,2014,NV,Nevada,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.6,37.6,,,36.1,39.1,Gender,Female,,POINT (-117.07184056399967 39.493240390000494),32,DIS,DIS1_0,CRDPREV,GENDER,GENF
459551,2012,2012,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.1,39.1,,,38.7,39.5,Overall,Overall,,POINT (-99.42677020599967 31.827240407000488),48,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459555,2011,2011,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.9,40.9,,,38.3,43.6,Race/Ethnicity,Hispanic,,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,RACE,HIS
459563,2017,2017,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.4,33.4,,,32.5,34.3,Gender,Female,,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,GENDER,GENF
459572,2015,2015,OR,Oregon,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.3,39.3,,,38.0,40.7,Gender,Male,,POINT (-120.15503132599969 44.56744942400047),41,DIS,DIS1_0,CRDPREV,GENDER,GENM
459580,2012,2012,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.4,31.4,,,30.0,32.8,Overall,Overall,,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459583,2019,2019,SC,South Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.5,34.5,,,33.0,36.1,Gender,Male,,POINT (-81.04537120699968 33.998821303000454),45,DIS,DIS1_0,CRDPREV,GENDER,GENM
459585,2016,2016,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,23.5,23.5,,,21.3,25.7,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,RACE,ASN
459586,2010,2010,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.5,36.5,,,35.5,37.4,Gender,Female,,POINT (-78.45789046299967 37.54268067400045),51,DIS,DIS1_0,CRDPREV,GENDER,GENF
459599,2018,2018,NM,New Mexico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.0,40.0,,,38.7,41.3,Overall,Overall,,POINT (-106.24058098499967 34.52088095200048),35,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459601,2010,2010,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,RACE,AIAN
459602,2016,2016,WI,Wisconsin,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.4,39.4,,,33.5,45.4,Race/Ethnicity,Hispanic,,POINT (-89.81637074199966 44.39319117400049),55,DIS,DIS1_0,CRDPREV,RACE,HIS
459603,2014,2014,AL,Alabama,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.2,42.2,,,41.2,43.3,Gender,Female,,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS1_0,CRDPREV,GENDER,GENF
459608,2015,2015,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-100.11842104899966 47.47531977900047),38,DIS,DIS1_0,CRDPREV,RACE,ASN
459611,2015,2015,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.6,32.6,,,31.1,34.1,Overall,Overall,,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459617,2012,2012,IN,Indiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.9,35.9,,,34.9,36.9,Gender,Male,,POINT (-86.14996019399968 39.766910452000445),18,DIS,DIS1_0,CRDPREV,GENDER,GENM
459622,2014,2014,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.0,39.0,,,35.5,42.5,Race/Ethnicity,"Black, non-Hispanic",,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,RACE,BLK
459626,2017,2017,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,27.9,27.9,,,23.5,32.3,Race/Ethnicity,Hispanic,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,RACE,HIS
459628,2014,2014,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.8,33.8,,,33.4,34.2,Race/Ethnicity,"White, non-Hispanic",,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,RACE,WHT
459629,2016,2016,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-89.53803082499968 32.745510099000455),28,DIS,DIS1_0,CRDPREV,RACE,AIAN
459630,2010,2010,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.7,31.7,,,28.4,35.0,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,RACE,ASN
459631,2016,2016,MO,Missouri,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,23.2,23.2,,,14.6,31.8,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-92.56630005299968 38.635790776000476),29,DIS,DIS1_0,CRDPREV,RACE,ASN
459638,2017,2017,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,POINT (-100.11842104899966 47.47531977900047),38,DIS,DIS1_0,CRDPREV,RACE,HIS
459640,2013,2013,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,44.5,44.5,,,30.3,58.7,Race/Ethnicity,Hispanic,,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,HIS
459641,2013,2013,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-100.11842104899966 47.47531977900047),38,DIS,DIS1_0,CRDPREV,RACE,AIAN
459644,2013,2013,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.0,37.0,,,35.5,38.4,Gender,Female,,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS1_0,CRDPREV,GENDER,GENF
459647,2016,2016,IA,Iowa,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,26.4,26.4,,,16.5,36.3,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS1_0,CRDPREV,RACE,ASN
459648,2019,2019,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,29.2,29.2,,,27.1,31.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-71.52247031399963 41.70828019300046),44,DIS,DIS1_0,CRDPREV,RACE,WHT
459655,2013,2013,MO,Missouri,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.2,38.2,,,30.2,46.2,Race/Ethnicity,Hispanic,,POINT (-92.56630005299968 38.635790776000476),29,DIS,DIS1_0,CRDPREV,RACE,HIS
459660,2018,2018,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.8,30.8,,,28.2,33.5,Gender,Male,,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,GENDER,GENM
459662,2013,2013,UT,Utah,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.1,36.1,,,34.2,37.9,Gender,Male,,POINT (-111.58713063499971 39.360700171000474),49,DIS,DIS1_0,CRDPREV,GENDER,GENM
459669,2016,2016,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.2,33.2,,,32.7,33.7,Gender,Female,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,GENDER,GENF
459670,2010,2010,MO,Missouri,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.7,38.7,,,37.8,39.6,Overall,Overall,,POINT (-92.56630005299968 38.635790776000476),29,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459674,2012,2012,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.6,30.6,,,26.1,35.1,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,RACE,ASN
459676,2012,2012,WY,Wyoming,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-108.10983035299967 43.23554134300048),56,DIS,DIS1_0,CRDPREV,RACE,ASN
459678,2010,2010,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.5,32.5,,,21.9,43.1,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-92.44568007099969 31.31266064400046),22,DIS,DIS1_0,CRDPREV,RACE,ASN
459679,2015,2015,TN,Tennessee,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-85.77449091399967 35.68094058000048),47,DIS,DIS1_0,CRDPREV,RACE,AIAN
459687,2011,2011,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.1,34.1,,,32.3,35.9,Race/Ethnicity,"White, non-Hispanic",,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,RACE,WHT
459690,2014,2014,CO,Colorado,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.1,32.1,,,31.3,32.9,Race/Ethnicity,"White, non-Hispanic",,POINT (-106.13361092099967 38.843840757000464),8,DIS,DIS1_0,CRDPREV,RACE,WHT
459691,2014,2014,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,ASN
459698,2019,2019,AL,Alabama,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.3,38.3,,,37.5,39.1,Overall,Overall,,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459699,2016,2016,MI,Michigan,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.9,37.9,,,33.9,42.0,Race/Ethnicity,Hispanic,,POINT (-84.71439026999968 44.6613195430005),26,DIS,DIS1_0,CRDPREV,RACE,HIS
459704,2017,2017,NM,New Mexico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.2,38.2,,,36.8,39.6,Overall,Overall,,POINT (-106.24058098499967 34.52088095200048),35,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459706,2016,2016,IN,Indiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,19.1,19.1,,,12.7,25.5,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-86.14996019399968 39.766910452000445),18,DIS,DIS1_0,CRDPREV,RACE,ASN
459713,2012,2012,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,RACE,ASN
459716,2011,2011,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,44.7,44.7,,,40.5,48.8,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS1_0,CRDPREV,GENDER,GENM
459721,2013,2013,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.8,42.8,,,41.8,43.8,Overall,Overall,,POINT (-97.52107021399968 35.47203135600046),40,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459724,2018,2018,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.6,41.6,,,32.1,51.0,Race/Ethnicity,Hispanic,,POINT (-114.3637300419997 43.682630005000476),16,DIS,DIS1_0,CRDPREV,RACE,HIS
459744,2013,2013,NC,North Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,55.0,55.0,,,48.4,61.6,Race/Ethnicity,American Indian or Alaska Native,,POINT (-79.15925046299964 35.466220975000454),37,DIS,DIS1_0,CRDPREV,RACE,AIAN
459746,2017,2017,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.7,30.7,,,21.1,40.3,Race/Ethnicity,Hispanic,,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,HIS
459747,2010,2010,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.9,33.9,,,31.1,36.8,Gender,Male,,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS1_0,CRDPREV,GENDER,GENM
459754,2012,2012,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.6,38.6,,,27.8,49.3,Race/Ethnicity,Hispanic,,POINT (-71.52247031399963 41.70828019300046),44,DIS,DIS1_0,CRDPREV,RACE,HIS
459756,2016,2016,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.0,39.0,,,35.6,42.4,Race/Ethnicity,"Black, non-Hispanic",,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,BLK
459757,2016,2016,US,United States,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.9,39.9,,,39.5,40.3,Race/Ethnicity,"Black, non-Hispanic",,,59,DIS,DIS1_0,CRDPREV,RACE,BLK
459758,2011,2011,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.5,43.5,,,41.5,45.4,Gender,Male,,POINT (-80.71264013499967 38.66551020200046),54,DIS,DIS1_0,CRDPREV,GENDER,GENM
459763,2018,2018,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.5,33.5,,,32.9,34.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,RACE,WHT
459769,2010,2010,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.3,32.3,,,31.5,33.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,RACE,WHT
459774,2013,2013,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,RACE,AIAN
459775,2010,2010,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.8,37.8,,,35.2,40.5,Gender,Female,,POINT (-71.52247031399963 41.70828019300046),44,DIS,DIS1_0,CRDPREV,GENDER,GENF
459781,2019,2019,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,47.7,47.7,,,0.0,100.0,Race/Ethnicity,Hispanic,,POINT (-100.11842104899966 47.47531977900047),38,DIS,DIS1_0,CRDPREV,RACE,HIS
459783,2019,2019,UT,Utah,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.2,31.2,,,29.8,32.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-111.58713063499971 39.360700171000474),49,DIS,DIS1_0,CRDPREV,RACE,WHT
459787,2011,2011,DC,District of Columbia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-77.036871 38.907192),11,DIS,DIS1_0,CRDPREV,RACE,AIAN
459788,2015,2015,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,46.1,46.1,,,42.0,50.3,Race/Ethnicity,Hispanic,,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,RACE,HIS
459789,2017,2017,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.6,36.6,,,35.8,37.5,Gender,Female,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,GENDER,GENF
459792,2010,2010,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.4,41.4,,,40.0,42.8,Gender,Male,,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,GENDER,GENM
459793,2015,2015,OR,Oregon,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,,,27.3,40.1,Race/Ethnicity,Hispanic,,POINT (-120.15503132599969 44.56744942400047),41,DIS,DIS1_0,CRDPREV,RACE,HIS
459794,2010,2010,IA,Iowa,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.5,39.5,,,26.4,52.6,Race/Ethnicity,"Black, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS1_0,CRDPREV,RACE,BLK
459796,2013,2013,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.7,39.7,,,37.0,42.4,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459799,2010,2010,CO,Colorado,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.9,33.9,,,32.9,34.9,Race/Ethnicity,"White, non-Hispanic",,POINT (-106.13361092099967 38.843840757000464),8,DIS,DIS1_0,CRDPREV,RACE,WHT
459804,2011,2011,TN,Tennessee,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-85.77449091399967 35.68094058000048),47,DIS,DIS1_0,CRDPREV,RACE,AIAN
459805,2017,2017,NV,Nevada,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.3,34.3,,,33.1,35.5,Overall,Overall,,POINT (-117.07184056399967 39.493240390000494),32,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459808,2013,2013,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS1_0,CRDPREV,RACE,ASN
459810,2014,2014,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.2,36.2,,,35.2,37.2,Gender,Male,,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,GENDER,GENM
459812,2016,2016,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,RACE,ASN
459813,2017,2017,IA,Iowa,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,29.8,29.8,,,28.6,31.0,Gender,Female,,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS1_0,CRDPREV,GENDER,GENF
459818,2012,2012,AZ,Arizona,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,,,32.8,34.7,Gender,Female,,POINT (-111.76381127699972 34.865970280000454),4,DIS,DIS1_0,CRDPREV,GENDER,GENF
459820,2014,2014,WY,Wyoming,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-108.10983035299967 43.23554134300048),56,DIS,DIS1_0,CRDPREV,RACE,BLK
459823,2011,2011,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.1,43.1,,,42.0,44.2,Overall,Overall,,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459825,2018,2018,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,,,32.8,34.6,Overall,Overall,,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459832,2015,2015,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.0,33.0,,,31.3,34.7,Race/Ethnicity,"White, non-Hispanic",,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,RACE,WHT
459837,2014,2014,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS1_0,CRDPREV,RACE,AIAN
459839,2017,2017,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,48.8,48.8,,,47.7,49.9,Overall,Overall,,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,OVERALL,OVR
459842,2016,2016,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.7,38.7,,,38.3,39.1,Overall,Overall,,POINT (-99.42677020599967 31.827240407000488),48,DIS,DIS1_0,CRDPREV,OVERALL,OVR
